Incident,change,date,year,month,day,time,hour,addr,lon,lat,zip,nature,all,all2
2012181898,y,9/21/12,2012,09,Friday,0:37:04,00,524 HITT ST-CO,-92.325043,38.944329,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Sep-21-2012<br\>Time: 00:37<br\>Address: 524 HITT ST-CO,Incident: FW-FIREWORKS Date: Sep-21-2012 Time: 00:37 Address: 524 HITT ST-CO
2011077726,n,4/29/11,2011,04,Friday,22:54:25,22,909 FAIRVIEW RD S-CO,-92.381688,38.944472,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-29-2011<br\>Time: 22:54<br\>Address: 909 FAIRVIEW RD S-CO,Incident: SF-SHOTS FIRED Date: Apr-29-2011 Time: 22:54 Address: 909 FAIRVIEW RD S-CO
2013090307,n,5/16/13,2013,05,Thursday,3:17:31,03,506 COLUMBIA DR-CO,-92.296257,38.9445,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-16-2013<br\>Time: 03:17<br\>Address: 506 COLUMBIA DR-CO,Incident: SF-SHOTS FIRED Date: May-16-2013 Time: 03:17 Address: 506 COLUMBIA DR-CO
2012062427,n,3/30/12,2012,03,Friday,23:42:24,23,900 YALE ST-CO,-92.370435,38.944572,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-30-2012<br\>Time: 23:42<br\>Address: 900 YALE ST-CO,Incident: SF-SHOTS FIRED Date: Mar-30-2012 Time: 23:42 Address: 900 YALE ST-CO
2013191983,n,10/6/13,2013,10,Sunday,23:56:03,23,1613 WILSON AV-CO,-92.316058,38.944831,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-06-2013<br\>Time: 23:56<br\>Address: 1613 WILSON AV-CO,Incident: SF-SHOTS FIRED Date: Oct-06-2013 Time: 23:56 Address: 1613 WILSON AV-CO
2013091061,n,5/16/13,2013,05,Thursday,23:02:55,23,504 COLUMBIA DR-CO,-92.296205,38.944891,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-16-2013<br\>Time: 23:02<br\>Address: 504 COLUMBIA DR-CO,Incident: SF-SHOTS FIRED Date: May-16-2013 Time: 23:02 Address: 504 COLUMBIA DR-CO
2013034842,n,2/22/13,2013,02,Friday,1:07:29,01,2808 JACOBS PL-CO,-92.295548,38.9449,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-22-2013<br\>Time: 01:07<br\>Address: 2808 JACOBS PL-CO,Incident: SF-SHOTS FIRED Date: Feb-22-2013 Time: 01:07 Address: 2808 JACOBS PL-CO
2012188000,y,9/30/12,2012,09,Sunday,2:04:02,02,1313 WILSON AV-CO,-92.32073,38.944917,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Sep-30-2012<br\>Time: 02:04<br\>Address: 1313 WILSON AV-CO,Incident: FW-FIREWORKS Date: Sep-30-2012 Time: 02:04 Address: 1313 WILSON AV-CO
2012049389,n,3/13/12,2012,03,Tuesday,15:45:13,15,1503 WILSON AV-CO,-92.318436,38.944952,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-13-2012<br\>Time: 15:45<br\>Address: 1503 WILSON AV-CO,Incident: SF-SHOTS FIRED Date: Mar-13-2012 Time: 15:45 Address: 1503 WILSON AV-CO
2013121983,n,6/30/13,2013,06,Sunday,1:58:17,01,801 CONLEY AV-CO,-92.328765,38.945237,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-30-2013<br\>Time: 01:58<br\>Address: 801 CONLEY AV-CO,Incident: SF-SHOTS FIRED Date: Jun-30-2013 Time: 01:58 Address: 801 CONLEY AV-CO
2011196930,n,10/23/11,2011,10,Sunday,1:39:21,01,1308 ROSEMARY LN-CO,-92.321149,38.945305,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-23-2011<br\>Time: 01:39<br\>Address: 1308 ROSEMARY LN-CO,Incident: SF-SHOTS FIRED Date: Oct-23-2011 Time: 01:39 Address: 1308 ROSEMARY LN-CO
2011149396,y,8/13/11,2011,08,Saturday,2:14:17,02,1314 ROSEMARY LN-CO,-92.320654,38.945317,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Aug-13-2011<br\>Time: 02:14<br\>Address: 1314 ROSEMARY LN-CO,Incident: FW-FIREWORKS Date: Aug-13-2011 Time: 02:14 Address: 1314 ROSEMARY LN-CO
2012201401,y,10/20/12,2012,10,Saturday,21:55:59,21,1310 ROSEMARY LN-CO,-92.320973,38.94532,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Oct-20-2012<br\>Time: 21:55<br\>Address: 1310 ROSEMARY LN-CO,Incident: SI-SUSP INCIDENT Date: Oct-20-2012 Time: 21:55 Address: 1310 ROSEMARY LN-CO
2011119621,y,6/29/11,2011,06,Wednesday,1:37:07,01,1409 ROSEMARY LN-CO,-92.319687,38.945711,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jun-29-2011<br\>Time: 01:37<br\>Address: 1409 ROSEMARY LN-CO,Incident: FW-FIREWORKS Date: Jun-29-2011 Time: 01:37 Address: 1409 ROSEMARY LN-CO
2012014510,y,1/22/12,2012,01,Sunday,2:42:13,02,1409 ROSEMARY LN-CO,-92.319687,38.945711,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jan-22-2012<br\>Time: 02:42<br\>Address: 1409 ROSEMARY LN-CO,Incident: FW-FIREWORKS Date: Jan-22-2012 Time: 02:42 Address: 1409 ROSEMARY LN-CO
2010231645,n,11/19/10,2010,11,Friday,12:19:46,12,304 KIPLING WY-CO,-92.27877,38.945757,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-19-2010<br\>Time: 12:19<br\>Address: 304 KIPLING WY-CO,Incident: SF-SHOTS FIRED Date: Nov-19-2010 Time: 12:19 Address: 304 KIPLING WY-CO
2009212798,n,10/30/09,2009,10,Friday,18:04:04,18,110 STEWART RD E-CO,-92.335848,38.945817,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-30-2009<br\>Time: 18:04<br\>Address: 110 STEWART RD E-CO,Incident: SF-SHOTS FIRED Date: Oct-30-2009 Time: 18:04 Address: 110 STEWART RD E-CO
2010213574,n,10/24/10,2010,10,Sunday,8:17:07,08,701 MEDAVISTA DR-CO,-92.356742,38.94592,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-24-2010<br\>Time: 08:17<br\>Address: 701 MEDAVISTA DR-CO,Incident: SF-SHOTS FIRED Date: Oct-24-2010 Time: 08:17 Address: 701 MEDAVISTA DR-CO
2013142809,y,7/29/13,2013,07,Monday,18:15:05,18,1626 UNIVERSITY AV-CO,-92.314763,38.945943,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-29-2013<br\>Time: 18:15<br\>Address: 1626 UNIVERSITY AV-CO,Incident: FW-FIREWORKS Date: Jul-29-2013 Time: 18:15 Address: 1626 UNIVERSITY AV-CO
2010215020,y,10/26/10,2010,10,Tuesday,14:11:20,14,2608 ROLLINS RD-CO,-92.37752,38.945964,65203,I-INFO,Incident: I-INFO<br\>Date: Oct-26-2010<br\>Time: 14:11<br\>Address: 2608 ROLLINS RD-CO,Incident: I-INFO Date: Oct-26-2010 Time: 14:11 Address: 2608 ROLLINS RD-CO
2012232879,n,12/8/12,2012,12,Saturday,23:10:01,23,900 UNIVERSITY AV-CO,-92.326893,38.946203,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-08-2012<br\>Time: 23:10<br\>Address: 900 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Dec-08-2012 Time: 23:10 Address: 900 UNIVERSITY AV-CO
2012114511,y,6/13/12,2012,06,Wednesday,1:13:18,01,107 STEWART RD E-CO,-92.335974,38.946486,65203,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Jun-13-2012<br\>Time: 01:13<br\>Address: 107 STEWART RD E-CO,Incident: SI-SUSP INCIDENT Date: Jun-13-2012 Time: 01:13 Address: 107 STEWART RD E-CO
2012139802,n,7/20/12,2012,07,Friday,21:33:51,21,107 STEWART RD E-CO,-92.335974,38.946486,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-20-2012<br\>Time: 21:33<br\>Address: 107 STEWART RD E-CO,Incident: SF-SHOTS FIRED Date: Jul-20-2012 Time: 21:33 Address: 107 STEWART RD E-CO
2010174881,n,9/2/10,2010,09,Thursday,0:26:09,00,1601 UNIVERSITY AV-CO,-92.31701,38.946707,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-02-2010<br\>Time: 00:26<br\>Address: 1601 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Sep-02-2010 Time: 00:26 Address: 1601 UNIVERSITY AV-CO
2011005115,n,1/8/11,2011,01,Saturday,23:08:54,23,1001 UNIVERSITY AV-CO,-92.326141,38.946716,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-08-2011<br\>Time: 23:08<br\>Address: 1001 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Jan-08-2011 Time: 23:08 Address: 1001 UNIVERSITY AV-CO
2012140515,n,7/21/12,2012,07,Saturday,21:49:55,21,1001 UNIVERSITY AV-CO,-92.326141,38.946716,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-21-2012<br\>Time: 21:49<br\>Address: 1001 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Jul-21-2012 Time: 21:49 Address: 1001 UNIVERSITY AV-CO
2011139021,n,7/27/11,2011,07,Wednesday,23:35:25,23,1603 UNIVERSITY AV-CO,-92.316835,38.94688,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-27-2011<br\>Time: 23:35<br\>Address: 1603 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Jul-27-2011 Time: 23:35 Address: 1603 UNIVERSITY AV-CO
2013098151,n,5/27/13,2013,05,Monday,2:13:30,02,1301 UNIVERSITY AV-CO,-92.32136,38.946889,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-27-2013<br\>Time: 02:13<br\>Address: 1301 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: May-27-2013 Time: 02:13 Address: 1301 UNIVERSITY AV-CO
2012047636,y,3/10/12,2012,03,Saturday,18:10:32,18,3902 BUFFINGTON DR-CO,-92.393092,38.946932,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Mar-10-2012<br\>Time: 18:10<br\>Address: 3902 BUFFINGTON DR-CO,Incident: FW-FIREWORKS Date: Mar-10-2012 Time: 18:10 Address: 3902 BUFFINGTON DR-CO
2012240735,n,12/21/12,2012,12,Friday,8:05:28,08,1115 UNIVERSITY AV-CO,-92.323826,38.947008,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-21-2012<br\>Time: 08:05<br\>Address: 1115 UNIVERSITY AV-CO,Incident: SF-SHOTS FIRED Date: Dec-21-2012 Time: 08:05 Address: 1115 UNIVERSITY AV-CO
2011193025,n,10/16/11,2011,10,Sunday,23:02:08,23,400 MIMOSA CT-CO,-92.319117,38.947016,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-16-2011<br\>Time: 23:02<br\>Address: 400 MIMOSA CT-CO,Incident: SF-SHOTS FIRED Date: Oct-16-2011 Time: 23:02 Address: 400 MIMOSA CT-CO
2013132620,n,7/15/13,2013,07,Monday,1:39:25,01,406 WILLIAM ST S-CO,-92.316679,38.94728,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-15-2013<br\>Time: 01:39<br\>Address: 406 WILLIAM ST S-CO,Incident: SF-SHOTS FIRED Date: Jul-15-2013 Time: 01:39 Address: 406 WILLIAM ST S-CO
2010074720,n,4/14/10,2010,04,Wednesday,12:18:56,12,411 WEST BLVD S-CO,-92.353287,38.947294,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-14-2010<br\>Time: 12:18<br\>Address: 411 WEST BLVD S-CO,Incident: SF-SHOTS FIRED Date: Apr-14-2010 Time: 12:18 Address: 411 WEST BLVD S-CO
2011121057,y,7/1/11,2011,07,Friday,1:39:04,01,1704 OAKWOOD CT-CO,-92.364761,38.947409,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-01-2011<br\>Time: 01:39<br\>Address: 1704 OAKWOOD CT-CO,Incident: FW-FIREWORKS Date: Jul-01-2011 Time: 01:39 Address: 1704 OAKWOOD CT-CO
2013091990,y,5/18/13,2013,05,Saturday,2:05:31,02,1801 CLIFF DR-CO,-92.311948,38.947477,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: May-18-2013<br\>Time: 02:05<br\>Address: 1801 CLIFF DR-CO,Incident: SI-SUSP INCIDENT Date: May-18-2013 Time: 02:05 Address: 1801 CLIFF DR-CO
2012113383,n,6/11/12,2012,06,Monday,12:26:48,12,1400 ANTHONY ST-CO,-92.319883,38.947656,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-11-2012<br\>Time: 12:26<br\>Address: 1400 ANTHONY ST-CO,Incident: SF-SHOTS FIRED Date: Jun-11-2012 Time: 12:26 Address: 1400 ANTHONY ST-CO
2012245550,y,12/29/12,2012,12,Saturday,22:24:30,22,403 WEST BLVD S-CO,-92.353269,38.947733,65203,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Dec-29-2012<br\>Time: 22:24<br\>Address: 403 WEST BLVD S-CO,Incident: SI-SUSP INCIDENT Date: Dec-29-2012 Time: 22:24 Address: 403 WEST BLVD S-CO
2011242703,n,12/30/11,2011,12,Friday,22:24:23,22,309 WAUGH ST-CO,-92.323928,38.947793,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-30-2011<br\>Time: 22:24<br\>Address: 309 WAUGH ST-CO,Incident: SF-SHOTS FIRED Date: Dec-30-2011 Time: 22:24 Address: 309 WAUGH ST-CO
2010224528,n,11/9/10,2010,11,Tuesday,6:44:23,06,3004 MEGHANN DR-CO,-92.382188,38.94783,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-09-2010<br\>Time: 06:44<br\>Address: 3004 MEGHANN DR-CO,Incident: SF-SHOTS FIRED Date: Nov-09-2010 Time: 06:44 Address: 3004 MEGHANN DR-CO
2010224528,y,11/9/10,2010,11,Tuesday,6:44:23,06,3004 MEGHANN DR-CO,-92.382188,38.94783,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-09-2010<br\>Time: 06:44<br\>Address: 3004 MEGHANN DR-CO,Incident: SF-SHOTS FIRED Date: Nov-09-2010 Time: 06:44 Address: 3004 MEGHANN DR-CO
2012231572,y,12/7/12,2012,12,Friday,4:26:01,04,1207 PAQUIN ST-CO,-92.322952,38.947859,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Dec-07-2012<br\>Time: 04:26<br\>Address: 1207 PAQUIN ST-CO,Incident: SI-SUSP INCIDENT Date: Dec-07-2012 Time: 04:26 Address: 1207 PAQUIN ST-CO
2012083571,n,4/29/12,2012,04,Sunday,20:04:59,20,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-29-2012<br\>Time: 20:04<br\>Address: 1201 PAQUIN ST-CO,Incident: SF-SHOTS FIRED Date: Apr-29-2012 Time: 20:04 Address: 1201 PAQUIN ST-CO
2012123095,n,6/26/12,2012,06,Tuesday,1:33:51,01,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-26-2012<br\>Time: 01:33<br\>Address: 1201 PAQUIN ST-CO,Incident: SF-SHOTS FIRED Date: Jun-26-2012 Time: 01:33 Address: 1201 PAQUIN ST-CO
2013058200,n,3/29/13,2013,03,Friday,22:53:50,22,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-29-2013<br\>Time: 22:53<br\>Address: 1201 PAQUIN ST-CO,Incident: SF-SHOTS FIRED Date: Mar-29-2013 Time: 22:53 Address: 1201 PAQUIN ST-CO
2013064461,y,4/8/13,2013,04,Monday,19:09:50,19,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Apr-08-2013<br\>Time: 19:09<br\>Address: 1201 PAQUIN ST-CO,Incident: SI-SUSP INCIDENT Date: Apr-08-2013 Time: 19:09 Address: 1201 PAQUIN ST-CO
2013092726,y,5/19/13,2013,05,Sunday,1:32:35,01,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: May-19-2013<br\>Time: 01:32<br\>Address: 1201 PAQUIN ST-CO,Incident: SI-SUSP INCIDENT Date: May-19-2013 Time: 01:32 Address: 1201 PAQUIN ST-CO
2013128554,y,7/9/13,2013,07,Tuesday,2:40:16,02,1201 PAQUIN ST-CO,-92.323435,38.947918,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-09-2013<br\>Time: 02:40<br\>Address: 1201 PAQUIN ST-CO,Incident: FW-FIREWORKS Date: Jul-09-2013 Time: 02:40 Address: 1201 PAQUIN ST-CO
2012200933,n,10/20/12,2012,10,Saturday,1:19:30,01,1709 OAKWOOD CT-CO,-92.364974,38.948026,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-20-2012<br\>Time: 01:19<br\>Address: 1709 OAKWOOD CT-CO,Incident: SF-SHOTS FIRED Date: Oct-20-2012 Time: 01:19 Address: 1709 OAKWOOD CT-CO
2010253859,n,12/23/10,2010,12,Thursday,10:15:40,10,706 KINGSBURY PL-CO,-92.396959,38.948077,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-23-2010<br\>Time: 10:15<br\>Address: 706 KINGSBURY PL-CO,Incident: SF-SHOTS FIRED Date: Dec-23-2010 Time: 10:15 Address: 706 KINGSBURY PL-CO
2011149400,n,8/13/11,2011,08,Saturday,2:19:12,02,1812 SUNRISE DR-CO,-92.310912,38.948154,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-13-2011<br\>Time: 02:19<br\>Address: 1812 SUNRISE DR-CO,Incident: SF-SHOTS FIRED Date: Aug-13-2011 Time: 02:19 Address: 1812 SUNRISE DR-CO
2013155572,y,8/16/13,2013,08,Friday,22:52:16,22,1503 ANTHONY ST-CO,-92.317979,38.948159,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Aug-16-2013<br\>Time: 22:52<br\>Address: 1503 ANTHONY ST-CO,Incident: SI-SUSP INCIDENT Date: Aug-16-2013 Time: 22:52 Address: 1503 ANTHONY ST-CO
2012066686,n,4/6/12,2012,04,Friday,4:07:09,04,1405 ANTHONY ST-CO,-92.319385,38.94817,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-06-2012<br\>Time: 04:07<br\>Address: 1405 ANTHONY ST-CO,Incident: SF-SHOTS FIRED Date: Apr-06-2012 Time: 04:07 Address: 1405 ANTHONY ST-CO
2013184367,n,9/25/13,2013,09,Wednesday,23:24:03,23,1816 SUNRISE DR-CO,-92.310345,38.948251,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-25-2013<br\>Time: 23:24<br\>Address: 1816 SUNRISE DR-CO,Incident: SF-SHOTS FIRED Date: Sep-25-2013 Time: 23:24 Address: 1816 SUNRISE DR-CO
2010162163,n,8/15/10,2010,08,Sunday,21:40:01,21,3618 ROLLINS RD-CO,-92.389556,38.948291,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-15-2010<br\>Time: 21:40<br\>Address: 3618 ROLLINS RD-CO,Incident: SF-SHOTS FIRED Date: Aug-15-2010 Time: 21:40 Address: 3618 ROLLINS RD-CO
2009200003,n,10/12/09,2009,10,Monday,11:11:32,11,211 COLLEGE AV S-CO,-92.322223,38.94845,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-12-2009<br\>Time: 11:11<br\>Address: 211 COLLEGE AV S-CO,Incident: SF-SHOTS FIRED Date: Oct-12-2009 Time: 11:11 Address: 211 COLLEGE AV S-CO
2009237370,n,12/4/09,2009,12,Friday,15:39:37,15,213 WAUGH ST-CO,-92.323951,38.94846,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-04-2009<br\>Time: 15:39<br\>Address: 213 WAUGH ST-CO,Incident: SF-SHOTS FIRED Date: Dec-04-2009 Time: 15:39 Address: 213 WAUGH ST-CO
2013143023,n,7/30/13,2013,07,Tuesday,1:53:15,01,1813 SUNRISE DR-CO,-92.31076,38.948461,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-30-2013<br\>Time: 01:53<br\>Address: 1813 SUNRISE DR-CO,Incident: SF-SHOTS FIRED Date: Jul-30-2013 Time: 01:53 Address: 1813 SUNRISE DR-CO
2010148709,n,7/27/10,2010,07,Tuesday,19:00:54,19,401 MAPLEWOOD DR-CO,-92.362086,38.948477,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-27-2010<br\>Time: 19:00<br\>Address: 401 MAPLEWOOD DR-CO,Incident: SF-SHOTS FIRED Date: Jul-27-2010 Time: 19:00 Address: 401 MAPLEWOOD DR-CO
2010015776,n,1/24/10,2010,01,Sunday,9:24:37,09,3712 ROLLINS RD-CO,-92.391219,38.948549,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-24-2010<br\>Time: 09:24<br\>Address: 3712 ROLLINS RD-CO,Incident: SF-SHOTS FIRED Date: Jan-24-2010 Time: 09:24 Address: 3712 ROLLINS RD-CO
2010010951,n,1/18/10,2010,01,Monday,3:03:39,03,1406 BASS AV-CO,-92.318889,38.948589,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-18-2010<br\>Time: 03:03<br\>Address: 1406 BASS AV-CO,Incident: SF-SHOTS FIRED Date: Jan-18-2010 Time: 03:03 Address: 1406 BASS AV-CO
2010037681,n,2/23/10,2010,02,Tuesday,1:19:06,01,211 HITT ST-CO,-92.325826,38.948623,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-23-2010<br\>Time: 01:19<br\>Address: 211 HITT ST-CO,Incident: SF-SHOTS FIRED Date: Feb-23-2010 Time: 01:19 Address: 211 HITT ST-CO
2010041956,n,2/28/10,2010,02,Sunday,6:09:00,06,211 HITT ST-CO,-92.325826,38.948623,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-28-2010<br\>Time: 06:09<br\>Address: 211 HITT ST-CO,Incident: SF-SHOTS FIRED Date: Feb-28-2010 Time: 06:09 Address: 211 HITT ST-CO
2010036191,n,2/20/10,2010,02,Saturday,22:56:03,22,211 HITT ST-CO,-92.325826,38.948623,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-20-2010<br\>Time: 22:56<br\>Address: 211 HITT ST-CO,Incident: SF-SHOTS FIRED Date: Feb-20-2010 Time: 22:56 Address: 211 HITT ST-CO
2009191269,n,9/29/09,2009,09,Tuesday,22:43:32,22,3410 ST CHARLES RD-CO,-92.287056,38.948625,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-29-2009<br\>Time: 22:43<br\>Address: 3410 ST CHARLES RD-CO,Incident: SF-SHOTS FIRED Date: Sep-29-2009 Time: 22:43 Address: 3410 ST CHARLES RD-CO
2009215860,y,11/3/09,2009,11,Tuesday,20:16:56,20,507 LOCH LN-CO,-92.373799,38.948653,65203,V-VANDALISM,Incident: V-VANDALISM<br\>Date: Nov-03-2009<br\>Time: 20:16<br\>Address: 507 LOCH LN-CO,Incident: V-VANDALISM Date: Nov-03-2009 Time: 20:16 Address: 507 LOCH LN-CO
2013101674,y,6/1/13,2013,06,Saturday,2:55:22,02,1904 BROADWAY E-CO,-92.309339,38.94869,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jun-01-2013<br\>Time: 02:55<br\>Address: 1904 BROADWAY E-CO,Incident: FW-FIREWORKS Date: Jun-01-2013 Time: 02:55 Address: 1904 BROADWAY E-CO
2011131892,n,7/16/11,2011,07,Saturday,20:28:38,20,224 NINTH ST S-CO,-92.327344,38.948752,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-16-2011<br\>Time: 20:28<br\>Address: 224 NINTH ST S-CO,Incident: SF-SHOTS FIRED Date: Jul-16-2011 Time: 20:28 Address: 224 NINTH ST S-CO
2011160001,n,8/28/11,2011,08,Sunday,16:54:56,16,21 CONLEY RD-CO,-92.296091,38.948888,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-28-2011<br\>Time: 16:54<br\>Address: 21 CONLEY RD-CO,Incident: SF-SHOTS FIRED Date: Aug-28-2011 Time: 16:54 Address: 21 CONLEY RD-CO
2012150753,n,8/6/12,2012,08,Monday,22:05:38,22,4202 ROLLINS RD-CO,-92.397942,38.949123,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-06-2012<br\>Time: 22:05<br\>Address: 4202 ROLLINS RD-CO,Incident: SF-SHOTS FIRED Date: Aug-06-2012 Time: 22:05 Address: 4202 ROLLINS RD-CO
2012241779,n,12/23/12,2012,12,Sunday,0:11:07,00,702 MEDFORD DR-CO,-92.40647,38.949258,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-23-2012<br\>Time: 00:11<br\>Address: 702 MEDFORD DR-CO,Incident: SF-SHOTS FIRED Date: Dec-23-2012 Time: 00:11 Address: 702 MEDFORD DR-CO
2010135611,n,7/9/10,2010,07,Friday,1:53:38,01,1116 LOCUST ST-CO,-92.324097,38.949291,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-09-2010<br\>Time: 01:53<br\>Address: 1116 LOCUST ST-CO,Incident: SF-SHOTS FIRED Date: Jul-09-2010 Time: 01:53 Address: 1116 LOCUST ST-CO
2013131517,y,7/13/13,2013,07,Saturday,3:09:30,03,1722 BROADWAY E-CO,-92.312831,38.949365,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Jul-13-2013<br\>Time: 03:09<br\>Address: 1722 BROADWAY E-CO,Incident: SI-SUSP INCIDENT Date: Jul-13-2013 Time: 03:09 Address: 1722 BROADWAY E-CO
2009196950,n,10/7/09,2009,10,Wednesday,20:05:37,20,5522 HUNLEY CT-CO,-92.252875,38.949415,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-07-2009<br\>Time: 20:05<br\>Address: 5522 HUNLEY CT-CO,Incident: SF-SHOTS FIRED Date: Oct-07-2009 Time: 20:05 Address: 5522 HUNLEY CT-CO
