Incident,change,date,year,month,day,time,hour,addr,lon,lat,zip,nature,all,all2
2011187537,n,10/9/11,2011,10,Sunday,3:20:29,03,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-09-2011<br\>Time: 03:20<br\>Address: 1110 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Oct-09-2011 Time: 03:20 Address: 1110 RANGE LINE ST-CO
2012182707,n,9/22/12,2012,09,Saturday,2:08:26,02,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-22-2012<br\>Time: 02:08<br\>Address: 1110 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Sep-22-2012 Time: 02:08 Address: 1110 RANGE LINE ST-CO
2012188013,n,9/30/12,2012,09,Sunday,2:38:06,02,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-30-2012<br\>Time: 02:38<br\>Address: 1110 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Sep-30-2012 Time: 02:38 Address: 1110 RANGE LINE ST-CO
2012209440,y,11/1/12,2012,11,Thursday,21:32:26,21,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Nov-01-2012<br\>Time: 21:32<br\>Address: 1110 RANGE LINE ST-CO,Incident: SI-SUSP INCIDENT Date: Nov-01-2012 Time: 21:32 Address: 1110 RANGE LINE ST-CO
2013098144,n,5/27/13,2013,05,Monday,1:54:39,01,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-27-2013<br\>Time: 01:54<br\>Address: 1110 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: May-27-2013 Time: 01:54 Address: 1110 RANGE LINE ST-CO
2013140470,n,7/26/13,2013,07,Friday,2:50:46,02,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-26-2013<br\>Time: 02:50<br\>Address: 1110 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Jul-26-2013 Time: 02:50 Address: 1110 RANGE LINE ST-CO
2013184404,y,9/26/13,2013,09,Thursday,0:35:55,00,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Sep-26-2013<br\>Time: 00:35<br\>Address: 1110 RANGE LINE ST-CO,Incident: FW-FIREWORKS Date: Sep-26-2013 Time: 00:35 Address: 1110 RANGE LINE ST-CO
2013194896,y,10/11/13,2013,10,Friday,2:14:38,02,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Oct-11-2013<br\>Time: 02:14<br\>Address: 1110 RANGE LINE ST-CO,Incident: SI-SUSP INCIDENT Date: Oct-11-2013 Time: 02:14 Address: 1110 RANGE LINE ST-CO
2013211282,y,11/3/13,2013,11,Sunday,1:14:04,01,1110 RANGE LINE ST-CO,-92.324509,38.96299,65201,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Nov-03-2013<br\>Time: 01:14<br\>Address: 1110 RANGE LINE ST-CO,Incident: FW-FIREWORKS Date: Nov-03-2013 Time: 01:14 Address: 1110 RANGE LINE ST-CO
2010191614,n,9/24/10,2010,09,Friday,18:24:29,18,1100 SEVENTH ST N-CO,-92.328976,38.963025,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-24-2010<br\>Time: 18:24<br\>Address: 1100 SEVENTH ST N-CO,Incident: SF-SHOTS FIRED Date: Sep-24-2010 Time: 18:24 Address: 1100 SEVENTH ST N-CO
2010191621,n,9/24/10,2010,09,Friday,18:27:45,18,1100 SEVENTH ST N-CO,-92.328976,38.963025,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-24-2010<br\>Time: 18:27<br\>Address: 1100 SEVENTH ST N-CO,Incident: SF-SHOTS FIRED Date: Sep-24-2010 Time: 18:27 Address: 1100 SEVENTH ST N-CO
2011149397,n,8/13/11,2011,08,Saturday,2:13:32,02,3900 CLARK LN-CO,-92.278681,38.963044,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-13-2011<br\>Time: 02:13<br\>Address: 3900 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Aug-13-2011 Time: 02:13 Address: 3900 CLARK LN-CO
2010180057,n,9/9/10,2010,09,Thursday,12:05:19,12,1203 LONDON DR-CO,-92.356107,38.963123,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-09-2010<br\>Time: 12:05<br\>Address: 1203 LONDON DR-CO,Incident: SF-SHOTS FIRED Date: Sep-09-2010 Time: 12:05 Address: 1203 LONDON DR-CO
2012234700,n,12/12/12,2012,12,Wednesday,5:16:37,05,110 FOREST AV W-CO,-92.339863,38.963142,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-12-2012<br\>Time: 05:16<br\>Address: 110 FOREST AV W-CO,Incident: SF-SHOTS FIRED Date: Dec-12-2012 Time: 05:16 Address: 110 FOREST AV W-CO
2011028764,n,2/17/11,2011,02,Thursday,3:14:00,03,1011 JEFFERSON ST-CO,-92.343443,38.963204,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-17-2011<br\>Time: 03:14<br\>Address: 1011 JEFFERSON ST-CO,Incident: SF-SHOTS FIRED Date: Feb-17-2011 Time: 03:14 Address: 1011 JEFFERSON ST-CO
2013039458,n,3/1/13,2013,03,Friday,20:05:05,20,1008 CLAUDELL LN-CO,-92.365957,38.963206,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-01-2013<br\>Time: 20:05<br\>Address: 1008 CLAUDELL LN-CO,Incident: SF-SHOTS FIRED Date: Mar-01-2013 Time: 20:05 Address: 1008 CLAUDELL LN-CO
2011162948,n,9/1/11,2011,09,Thursday,20:15:47,20,7 FOREST AV E-CO,-92.337998,38.963222,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-01-2011<br\>Time: 20:15<br\>Address: 7 FOREST AV E-CO,Incident: SF-SHOTS FIRED Date: Sep-01-2011 Time: 20:15 Address: 7 FOREST AV E-CO
2012048403,n,3/12/12,2012,03,Monday,6:41:38,06,3206 CLARK LN-CO,-92.2899,38.963286,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-12-2012<br\>Time: 06:41<br\>Address: 3206 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Mar-12-2012 Time: 06:41 Address: 3206 CLARK LN-CO
2012059664,y,3/27/12,2012,03,Tuesday,14:09:07,14,2300 BUSINESS LOOP 70 E-CO,-92.304585,38.963336,65201,V-VANDALISM,Incident: V-VANDALISM<br\>Date: Mar-27-2012<br\>Time: 14:09<br\>Address: 2300 BUSINESS LOOP 70 E-CO,Incident: V-VANDALISM Date: Mar-27-2012 Time: 14:09 Address: 2300 BUSINESS LOOP 70 E-CO
2012147038,n,8/1/12,2012,08,Wednesday,4:43:08,04,2300 BUSINESS LOOP 70 E-CO,-92.304585,38.963336,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-01-2012<br\>Time: 04:43<br\>Address: 2300 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Aug-01-2012 Time: 04:43 Address: 2300 BUSINESS LOOP 70 E-CO
2010027406,n,2/8/10,2010,02,Monday,21:38:26,21,1209 CRUMP LN-CO,-92.270031,38.963343,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-08-2010<br\>Time: 21:38<br\>Address: 1209 CRUMP LN-CO,Incident: SF-SHOTS FIRED Date: Feb-08-2010 Time: 21:38 Address: 1209 CRUMP LN-CO
2010128331,n,6/29/10,2010,06,Tuesday,21:03:52,21,1104 PROVIDENCE RD N-CO,-92.331435,38.963363,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-29-2010<br\>Time: 21:03<br\>Address: 1104 PROVIDENCE RD N-CO,Incident: SF-SHOTS FIRED Date: Jun-29-2010 Time: 21:03 Address: 1104 PROVIDENCE RD N-CO
2013130030,y,7/11/13,2013,07,Thursday,3:48:12,03,801 CLAUDELL LN-CO,-92.364994,38.963371,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-11-2013<br\>Time: 03:48<br\>Address: 801 CLAUDELL LN-CO,Incident: FW-FIREWORKS Date: Jul-11-2013 Time: 03:48 Address: 801 CLAUDELL LN-CO
2011238165,n,12/24/11,2011,12,Saturday,1:38:15,01,908 CLAYTON ST-CO,-92.349625,38.963401,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-24-2011<br\>Time: 01:38<br\>Address: 908 CLAYTON ST-CO,Incident: SF-SHOTS FIRED Date: Dec-24-2011 Time: 01:38 Address: 908 CLAYTON ST-CO
2012159932,n,8/20/12,2012,08,Monday,11:33:27,11,2300 BERNADETTE DR-CO,-92.37502,38.963471,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-20-2012<br\>Time: 11:33<br\>Address: 2300 BERNADETTE DR-CO,Incident: SF-SHOTS FIRED Date: Aug-20-2012 Time: 11:33 Address: 2300 BERNADETTE DR-CO
2009252200,n,12/26/09,2009,12,Saturday,23:11:48,23,807 SPENCER AV-CO,-92.363692,38.963478,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-26-2009<br\>Time: 23:11<br\>Address: 807 SPENCER AV-CO,Incident: SF-SHOTS FIRED Date: Dec-26-2009 Time: 23:11 Address: 807 SPENCER AV-CO
2011179547,n,9/27/11,2011,09,Tuesday,3:59:51,03,807 SPENCER AV-CO,-92.363692,38.963478,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-27-2011<br\>Time: 03:59<br\>Address: 807 SPENCER AV-CO,Incident: SF-SHOTS FIRED Date: Sep-27-2011 Time: 03:59 Address: 807 SPENCER AV-CO
2013195702,y,10/12/13,2013,10,Saturday,0:33:54,00,807 SPENCER AV-CO,-92.363692,38.963478,65203,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Oct-12-2013<br\>Time: 00:33<br\>Address: 807 SPENCER AV-CO,Incident: SI-SUSP INCIDENT Date: Oct-12-2013 Time: 00:33 Address: 807 SPENCER AV-CO
2012050518,n,3/14/12,2012,03,Wednesday,22:28:34,22,3900 CLARK LN-CO,-92.277789,38.963481,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-14-2012<br\>Time: 22:28<br\>Address: 3900 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Mar-14-2012 Time: 22:28 Address: 3900 CLARK LN-CO
2012177962,n,9/15/12,2012,09,Saturday,3:45:08,03,1206 RANGE LINE ST-CO,-92.324419,38.963519,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-15-2012<br\>Time: 03:45<br\>Address: 1206 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Sep-15-2012 Time: 03:45 Address: 1206 RANGE LINE ST-CO
2012231244,y,12/6/12,2012,12,Thursday,18:16:56,18,807 HUNT AV-CO,-92.360661,38.963519,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Dec-06-2012<br\>Time: 18:16<br\>Address: 807 HUNT AV-CO,Incident: FW-FIREWORKS Date: Dec-06-2012 Time: 18:16 Address: 807 HUNT AV-CO
2011182081,n,9/30/11,2011,09,Friday,18:56:50,18,1000 CLAUDELL LN-CO,-92.365473,38.963576,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-30-2011<br\>Time: 18:56<br\>Address: 1000 CLAUDELL LN-CO,Incident: SF-SHOTS FIRED Date: Sep-30-2011 Time: 18:56 Address: 1000 CLAUDELL LN-CO
2011147966,y,8/11/11,2011,08,Thursday,0:46:54,00,1000 CLAUDELL LN-CO,-92.365473,38.963576,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Aug-11-2011<br\>Time: 00:46<br\>Address: 1000 CLAUDELL LN-CO,Incident: FW-FIREWORKS Date: Aug-11-2011 Time: 00:46 Address: 1000 CLAUDELL LN-CO
2012107413,n,6/2/12,2012,06,Saturday,1:45:58,01,1101 JEWELL AV-CO,-92.341142,38.963587,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-02-2012<br\>Time: 01:45<br\>Address: 1101 JEWELL AV-CO,Incident: SF-SHOTS FIRED Date: Jun-02-2012 Time: 01:45 Address: 1101 JEWELL AV-CO
2012150645,y,8/6/12,2012,08,Monday,18:01:31,18,204 AUSTIN AV-CO,-92.334902,38.963613,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Aug-06-2012<br\>Time: 18:01<br\>Address: 204 AUSTIN AV-CO,Incident: FW-FIREWORKS Date: Aug-06-2012 Time: 18:01 Address: 204 AUSTIN AV-CO
2010141495,n,7/17/10,2010,07,Saturday,1:07:33,01,716 BUSINESS LOOP 70 E-CO,-92.328025,38.963614,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-17-2010<br\>Time: 01:07<br\>Address: 716 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Jul-17-2010 Time: 01:07 Address: 716 BUSINESS LOOP 70 E-CO
2013018458,n,1/28/13,2013,01,Monday,22:59:23,22,202 AUSTIN AV-CO,-92.335139,38.963638,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-28-2013<br\>Time: 22:59<br\>Address: 202 AUSTIN AV-CO,Incident: SF-SHOTS FIRED Date: Jan-28-2013 Time: 22:59 Address: 202 AUSTIN AV-CO
2012139369,n,7/20/12,2012,07,Friday,9:24:48,09,5107 CLARK LN-CO,-92.258692,38.963656,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-20-2012<br\>Time: 09:24<br\>Address: 5107 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Jul-20-2012 Time: 09:24 Address: 5107 CLARK LN-CO
2012087615,n,5/5/12,2012,05,Saturday,2:10:15,02,1500 PATSY LN-CO,-92.360588,38.963661,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-05-2012<br\>Time: 02:10<br\>Address: 1500 PATSY LN-CO,Incident: SF-SHOTS FIRED Date: May-05-2012 Time: 02:10 Address: 1500 PATSY LN-CO
2010208037,n,10/16/10,2010,10,Saturday,19:15:19,19,2300 BERNADETTE DR-CO,-92.375048,38.963717,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-16-2010<br\>Time: 19:15<br\>Address: 2300 BERNADETTE DR-CO,Incident: SF-SHOTS FIRED Date: Oct-16-2010 Time: 19:15 Address: 2300 BERNADETTE DR-CO
2012183210,n,9/22/12,2012,09,Saturday,20:37:51,20,1100 JEFFERSON ST-CO,-92.343,38.963721,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-22-2012<br\>Time: 20:37<br\>Address: 1100 JEFFERSON ST-CO,Incident: SF-SHOTS FIRED Date: Sep-22-2012 Time: 20:37 Address: 1100 JEFFERSON ST-CO
2009179246,n,9/13/09,2009,09,Sunday,10:42:49,10,1206 BUSINESS LOOP 70 E-CO,-92.322084,38.963726,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-13-2009<br\>Time: 10:42<br\>Address: 1206 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Sep-13-2009 Time: 10:42 Address: 1206 BUSINESS LOOP 70 E-CO
2011035352,n,2/26/11,2011,02,Saturday,19:31:16,19,1102 BUSINESS LOOP 70 E-CO,-92.324244,38.963735,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-26-2011<br\>Time: 19:31<br\>Address: 1102 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Feb-26-2011 Time: 19:31 Address: 1102 BUSINESS LOOP 70 E-CO
2010126438,n,6/27/10,2010,06,Sunday,3:32:29,03,1606 PATSY LN-CO,-92.362883,38.963747,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-27-2010<br\>Time: 03:32<br\>Address: 1606 PATSY LN-CO,Incident: SF-SHOTS FIRED Date: Jun-27-2010 Time: 03:32 Address: 1606 PATSY LN-CO
2013088014,y,5/12/13,2013,05,Sunday,21:11:07,21,5103 CLARK LN-CO,-92.259242,38.963769,65202,D-DISTURBANCE,Incident: D-DISTURBANCE<br\>Date: May-12-2013<br\>Time: 21:11<br\>Address: 5103 CLARK LN-CO,Incident: D-DISTURBANCE Date: May-12-2013 Time: 21:11 Address: 5103 CLARK LN-CO
2013181075,n,9/21/13,2013,09,Saturday,1:21:41,01,5105 CLARK LN-CO,-92.258803,38.96377,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-21-2013<br\>Time: 01:21<br\>Address: 5105 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Sep-21-2013 Time: 01:21 Address: 5105 CLARK LN-CO
2012188012,n,9/30/12,2012,09,Sunday,2:38:02,02,912 BUSINESS LOOP 70 E-CO,-92.326216,38.963872,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-30-2012<br\>Time: 02:38<br\>Address: 912 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Sep-30-2012 Time: 02:38 Address: 912 BUSINESS LOOP 70 E-CO
2013022295,n,2/3/13,2013,02,Sunday,1:51:49,01,904 BUSINESS LOOP 70 E-CO,-92.326355,38.963881,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-03-2013<br\>Time: 01:51<br\>Address: 904 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Feb-03-2013 Time: 01:51 Address: 904 BUSINESS LOOP 70 E-CO
2013127776,y,7/7/13,2013,07,Sunday,22:52:42,22,1001 CLAUDELL LN-CO,-92.365658,38.963919,65203,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-07-2013<br\>Time: 22:52<br\>Address: 1001 CLAUDELL LN-CO,Incident: FW-FIREWORKS Date: Jul-07-2013 Time: 22:52 Address: 1001 CLAUDELL LN-CO
2010212461,n,10/22/10,2010,10,Friday,21:14:22,21,1107 JEWELL AV-CO,-92.341106,38.964033,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-22-2010<br\>Time: 21:14<br\>Address: 1107 JEWELL AV-CO,Incident: SF-SHOTS FIRED Date: Oct-22-2010 Time: 21:14 Address: 1107 JEWELL AV-CO
2011000003,n,1/1/11,2011,01,Saturday,0:01:17,00,1104 MADISON ST-CO,-92.34386,38.96407,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-01-2011<br\>Time: 00:01<br\>Address: 1104 MADISON ST-CO,Incident: SF-SHOTS FIRED Date: Jan-01-2011 Time: 00:01 Address: 1104 MADISON ST-CO
2012004697,n,1/7/12,2012,01,Saturday,20:39:28,20,1301 HICKAM DR-CO,-92.276611,38.964071,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-07-2012<br\>Time: 20:39<br\>Address: 1301 HICKAM DR-CO,Incident: SF-SHOTS FIRED Date: Jan-07-2012 Time: 20:39 Address: 1301 HICKAM DR-CO
2013018480,n,1/28/13,2013,01,Monday,23:50:08,23,208 HIGHVIEW AV-CO,-92.341756,38.964181,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-28-2013<br\>Time: 23:50<br\>Address: 208 HIGHVIEW AV-CO,Incident: SF-SHOTS FIRED Date: Jan-28-2013 Time: 23:50 Address: 208 HIGHVIEW AV-CO
2011031871,n,2/22/11,2011,02,Tuesday,0:30:59,00,4801 CLARK LN-CO,-92.264154,38.964182,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-22-2011<br\>Time: 00:30<br\>Address: 4801 CLARK LN-CO,Incident: SF-SHOTS FIRED Date: Feb-22-2011 Time: 00:30 Address: 4801 CLARK LN-CO
2011220404,n,11/28/11,2011,11,Monday,18:30:27,18,1304 DAWN RIDGE RD-CO,-92.272523,38.96427,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-28-2011<br\>Time: 18:30<br\>Address: 1304 DAWN RIDGE RD-CO,Incident: SF-SHOTS FIRED Date: Nov-28-2011 Time: 18:30 Address: 1304 DAWN RIDGE RD-CO
2012074588,n,4/17/12,2012,04,Tuesday,13:11:11,13,1304 DAWN RIDGE RD-CO,-92.272523,38.96427,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-17-2012<br\>Time: 13:11<br\>Address: 1304 DAWN RIDGE RD-CO,Incident: SF-SHOTS FIRED Date: Apr-17-2012 Time: 13:11 Address: 1304 DAWN RIDGE RD-CO
2009186903,n,9/23/09,2009,09,Wednesday,17:18:16,17,220 BUSINESS LOOP 70 E-CO,-92.334371,38.964316,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-23-2009<br\>Time: 17:18<br\>Address: 220 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Sep-23-2009 Time: 17:18 Address: 220 BUSINESS LOOP 70 E-CO
2011124554,y,7/6/11,2011,07,Wednesday,1:31:00,01,1305 HICKAM DR-CO,-92.276597,38.964365,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Jul-06-2011<br\>Time: 01:31<br\>Address: 1305 HICKAM DR-CO,Incident: SI-SUSP INCIDENT Date: Jul-06-2011 Time: 01:31 Address: 1305 HICKAM DR-CO
2013133893,y,7/16/13,2013,07,Tuesday,21:17:30,21,3711 CLARK LN-CO,-92.281722,38.964381,65202,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-16-2013<br\>Time: 21:17<br\>Address: 3711 CLARK LN-CO,Incident: FW-FIREWORKS Date: Jul-16-2013 Time: 21:17 Address: 3711 CLARK LN-CO
2013196401,y,10/13/13,2013,10,Sunday,0:47:41,00,3211 CLARK LN-CO,-92.290037,38.964431,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Oct-13-2013<br\>Time: 00:47<br\>Address: 3211 CLARK LN-CO,Incident: SI-SUSP INCIDENT Date: Oct-13-2013 Time: 00:47 Address: 3211 CLARK LN-CO
2012126524,n,6/30/12,2012,06,Saturday,22:16:57,22,1010 HARDIN ST-CO,-92.35087,38.964477,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-30-2012<br\>Time: 22:16<br\>Address: 1010 HARDIN ST-CO,Incident: SF-SHOTS FIRED Date: Jun-30-2012 Time: 22:16 Address: 1010 HARDIN ST-CO
2012050516,n,3/14/12,2012,03,Wednesday,22:27:00,22,1310 DAWN RIDGE RD-CO,-92.272546,38.964537,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-14-2012<br\>Time: 22:27<br\>Address: 1310 DAWN RIDGE RD-CO,Incident: SF-SHOTS FIRED Date: Mar-14-2012 Time: 22:27 Address: 1310 DAWN RIDGE RD-CO
2012079991,n,4/24/12,2012,04,Tuesday,22:13:23,22,207 HIGHVIEW AV-CO,-92.341646,38.964554,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-24-2012<br\>Time: 22:13<br\>Address: 207 HIGHVIEW AV-CO,Incident: SF-SHOTS FIRED Date: Apr-24-2012 Time: 22:13 Address: 207 HIGHVIEW AV-CO
2012216211,n,11/12/12,2012,11,Monday,23:47:56,23,1113 JEFFERSON ST-CO,-92.343408,38.964576,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-12-2012<br\>Time: 23:47<br\>Address: 1113 JEFFERSON ST-CO,Incident: SF-SHOTS FIRED Date: Nov-12-2012 Time: 23:47 Address: 1113 JEFFERSON ST-CO
2013146343,n,8/3/13,2013,08,Saturday,15:31:43,15,309 HIGHVIEW AV-CO,-92.342653,38.964587,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-03-2013<br\>Time: 15:31<br\>Address: 309 HIGHVIEW AV-CO,Incident: SF-SHOTS FIRED Date: Aug-03-2013 Time: 15:31 Address: 309 HIGHVIEW AV-CO
2012027552,n,2/10/12,2012,02,Friday,2:25:34,02,1306 RANGE LINE ST-CO,-92.324196,38.964855,65201,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-10-2012<br\>Time: 02:25<br\>Address: 1306 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Feb-10-2012 Time: 02:25 Address: 1306 RANGE LINE ST-CO
2012197182,y,10/14/12,2012,10,Sunday,2:16:11,02,1306 RANGE LINE ST-CO,-92.324196,38.964855,65201,CS-CHECK SUBJECT,Incident: CS-CHECK SUBJECT<br\>Date: Oct-14-2012<br\>Time: 02:16<br\>Address: 1306 RANGE LINE ST-CO,Incident: CS-CHECK SUBJECT Date: Oct-14-2012 Time: 02:16 Address: 1306 RANGE LINE ST-CO
2012050514,y,3/14/12,2012,03,Wednesday,22:26:30,22,1315 FOX RUN DR-CO,-92.275606,38.96487,65202,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Mar-14-2012<br\>Time: 22:26<br\>Address: 1315 FOX RUN DR-CO,Incident: FW-FIREWORKS Date: Mar-14-2012 Time: 22:26 Address: 1315 FOX RUN DR-CO
2013116893,n,6/23/13,2013,06,Sunday,3:19:46,03,4 BUSINESS LOOP 70 E-CO,-92.338007,38.964884,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-23-2013<br\>Time: 03:19<br\>Address: 4 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Jun-23-2013 Time: 03:19 Address: 4 BUSINESS LOOP 70 E-CO
2013199601,n,10/17/13,2013,10,Thursday,17:30:03,17,4 BUSINESS LOOP 70 E-CO,-92.338007,38.964884,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-17-2013<br\>Time: 17:30<br\>Address: 4 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Oct-17-2013 Time: 17:30 Address: 4 BUSINESS LOOP 70 E-CO
2013199601,y,10/17/13,2013,10,Thursday,17:30:03,17,4 BUSINESS LOOP 70 E-CO,-92.338007,38.964884,65203,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-17-2013<br\>Time: 17:30<br\>Address: 4 BUSINESS LOOP 70 E-CO,Incident: SF-SHOTS FIRED Date: Oct-17-2013 Time: 17:30 Address: 4 BUSINESS LOOP 70 E-CO
